total_calls,town_year,total_time,muni,year,A_PS,pop_est,t_rev,t_tax,r_tax
8313.0,warwick township 2017,189870.0,warwick township,2017,2548140.4,14594,11108101.8,7260800.0,3409613.4
8273.0,richland township 2017,215696.0,richland township,2017,1599293.8,13221,7459670.6,4460245.0,1708037.8
8248.0,hilltown township 2017,210421.0,hilltown township,2017,3436398.0,15242,8908237.6,5780507.6,1892163.8
5569.0,solebury township 2017,143512.0,solebury township,2017,1831295.6,8625,17862770.4,8780864.4,5130684.4
5245.0,west rockhill township 2017,118598.0,west rockhill township,2017,1022574.2,5265,3601184.8,1976260.6,492057.4
5240.0,plumstead township 2017,129040.0,plumstead township,2017,2879462.6,13424,15512067.6,6728417.2,2849400.0
4914.0,perkasie borough 2017,144107.0,perkasie borough,2017,3167479.4,8505,17450857.0,1952157.2,495689.0
4904.0,new britain township 2017,125605.0,new britain township,2017,2364421.8,11179,7065148.0,5057222.4,2014521.0
4256.0,tullytown borough 2017,152678.0,tullytown borough,2017,1671795.0,1887,4987533.2,759456.6,306311.6
4017.0,upper makefield township 2017,107886.0,upper makefield township,2017,1941122.6,8291,12359578.8,7112061.2,2558958.6
3764.0,new hope borough 2017,94653.0,new hope borough,2017,1696294.4,2506,4752051.0,2561896.0,723813.0
2911.0,bedminster township 2017,72454.0,bedminster township,2017,1199004.6,7034,4423946.8,2940170.0,791262.2
2885.0,yardley borough 2017,68621.0,yardley borough,2017,536699.2,2289,2515211.8,788605.0,557209.8
2807.0,milford township 2017,9344.0,milford township,2017,0.0,10002,5579348.0,2961832.6,299897.6
2496.0,penndel borough 2017,67157.0,penndel borough,2017,464719.2,3029,2286703.2,551227.2,430643.2
2479.0,springfield township 2017,54894.0,springfield township,2017,514746.2,5038,2805275.4,2069970.4,706474.6
2420.0,east rockhill township 2017,68816.0,east rockhill township,2017,891517.8,5733,4259064.4,2231846.0,689235.4
2319.0,sellersville borough 2017,72641.0,sellersville borough,2017,926497.2,4249,4962769.0,1454536.2,759228.8
2132.0,newtown borough 2017,45736.0,newtown borough,2017,684412.4,2041,2420541.4,1706556.8,496584.0
1958.0,chalfont borough 2017,40881.0,chalfont borough,2017,1029560.8,4082,3288288.2,1708871.4,798073.0
1844.0,wrightstown township 2017,54868.0,wrightstown township,2017,603045.6,3106,3109269.2,1778097.8,473840.8
1801.0,new britain borough 2017,51205.0,new britain borough,2017,904956.2,3031,1884216.6,1391441.2,868773.4
1791.0,tinicum township 2017,48432.0,tinicum township,2017,647410.6,3971,2485821.4,1897617.6,665292.4
1369.0,langhorne borough 2017,28467.0,langhorne borough,2017,226559.4,1536,1098736.6,359568.2,236877.4
1194.0,dublin borough 2017,27914.0,dublin borough,2017,402436.8,2081,2218070.4,554917.8,244587.0
1135.0,nockamixon township 2017,12332.0,nockamixon township,2017,0.0,3414,1535931.8,1152730.8,323815.4
883.0,ivyland borough 2017,17369.0,ivyland borough,2017,171563.6,979,847773.6,559521.0,193801.8
647.0,haycock township 2017,4790.0,haycock township,2017,0.0,2133,942950.6,578223.2,178392.8
594.0,hulmeville borough 2017,7604.0,hulmeville borough,2017,82635.8,967,455739.8,140066.6,120073.8
548.0,langhorne manor borough 2017,6931.0,langhorne manor borough,2017,95171.2,1569,934061.6,123016.4,88330.6
380.0,silverdale borough 2017,7465.0,silverdale borough,2017,89965.0,758,543218.2,158172.8,25783.8
377.0,richlandtown borough 2017,2701.0,richlandtown borough,2017,0.0,1325,575019.0,181565.8,37260.8
281.0,durham township 2017,1619.0,durham township,2017,0.0,1141,435102.2,311156.8,96505.6
253.0,bridgeton township 2017,1579.0,bridgeton township,2017,0.0,1145,389766.8,299653.6,105491.0
178.0,trumbauersville borough 2017,1185.0,trumbauersville borough,2017,0.0,974,667919.0,151814.4,19976.4
151.0,riegelsville borough 2017,1178.0,riegelsville borough,2017,0.0,758,579588.2,244847.2,109965.0
,upper makefield township 2010,,upper makefield township,2010,1685810.0,8038,16405988.8,6348072.4,2859964.4
,sellersville borough 2010,,sellersville borough,2010,592958.6,4315,3853114.6,944652.4,318409.8
,bensalem township 2010,,bensalem township,2010,18387417.6,60275,49393448.0,16118935.4,10951902.8
,richlandtown borough 2010,,richlandtown borough,2010,0.0,1598,470507.8,150511.4,11153.2
,riegelsville borough 2010,,riegelsville borough,2010,3.6,658,476233.0,183394.2,74771.8
,nockamixon township 2010,,nockamixon township,2010,0.0,3459,1227219.4,845930.6,107161.8
,falls township 2010,,falls township,2010,8282077.8,34540,34820284.8,3607167.4,2390611.8
,haycock township 2010,,haycock township,2010,0.0,2316,660183.2,408603.0,59244.6
,lower southampton township 2010,,lower southampton township,2010,4003864.0,19070,20040784.6,8421882.6,4119799.8
,middletown township 2010,,middletown township,2010,8369496.6,45396,32047311.0,12332685.4,7752520.4
,solebury township 2010,,solebury township,2010,1453762.0,8524,12501374.0,6697517.0,3387976.6
,warwick township 2010,,warwick township,2010,2040212.4,14052,10561007.0,5662698.4,2646748.2
,wrightstown township 2010,,wrightstown township,2010,422109.4,2973,5491757.4,1422381.4,464009.0
,richland township 2010,,richland township,2010,1450925.8,12478,7282885.2,3215876.8,918319.4
,buckingham township 2010,,buckingham township,2010,3027480.2,19504,18950385.2,6248889.8,856275.6
,silverdale borough 2010,,silverdale borough,2010,61052.6,805,422095.6,152009.2,26123.0
,northampton township 2010,,northampton township,2010,4867264.4,39822,30554197.6,12600458.2,5167353.2
,springfield township 2010,,springfield township,2010,365137.2,5027,3367191.2,1498891.2,282073.4
,bristol borough 2010,,bristol borough,2010,2344344.0,9831,15074255.6,3998788.0,3816477.8
,trumbauersville borough 2010,,trumbauersville borough,2010,0.0,966,593552.6,146016.8,24436.2
,tullytown borough 2010,,tullytown borough,2010,1120318.8,1876,9758553.6,482804.8,253244.8
,yardley borough 2010,,yardley borough,2010,384791.8,2304,2013657.8,704677.4,481222.8
,langhorne manor borough 2010,,langhorne manor borough,2010,71588.2,987,699814.2,111899.4,81801.2
,bedminster township 2010,,bedminster township,2010,830531.6,6279,3542464.0,2213295.2,732830.4
,new britain borough 2010,,new britain borough,2010,565338.4,3139,1656300.4,1015745.6,551297.4
,newtown borough 2010,,newtown borough,2010,462434.2,2255,1889303.8,1099055.4,249268.2
,bridgeton township 2010,,bridgeton township,2010,0.0,1397,322743.2,226925.6,62041.4
,chalfont borough 2010,,chalfont borough,2010,687229.0,4000,2229936.0,1251310.2,509215.8
,doylestown borough 2010,,doylestown borough,2010,1717404.4,8388,7339165.6,3072992.6,1014713.6
,dublin borough 2010,,dublin borough,2010,264264.6,2268,1869697.6,476953.8,185718.4
,upper southampton township 2010,,upper southampton township,2010,2199625.8,15335,10731927.2,7953398.8,5212718.4
,warminster township 2010,,warminster township,2010,7046820.4,32578,22779728.0,10143919.0,4123608.4
,west rockhill township 2010,,west rockhill township,2010,925143.6,5110,2930143.0,1812034.8,438702.4
,warrington township 2010,,warrington township,2010,3381359.4,22471,24211554.8,7445048.4,2919979.2
,perkasie borough 2010,,perkasie borough,2010,2396097.8,8604,15462821.4,1750466.4,468967.0
,tinicum township 2010,,tinicum township,2010,475361.0,4054,3861088.4,1600155.8,496531.0
,hilltown township 2010,,hilltown township,2010,2747371.4,14567,7646295.2,4903632.4,1408628.4
,plumstead township 2010,,plumstead township,2010,2128711.0,12265,12226483.4,4700509.0,1895308.0
,hulmeville borough 2010,,hulmeville borough,2010,52821.4,995,528008.6,86689.6,69624.4
,ivyland borough 2010,,ivyland borough,2010,160653.4,733,722201.6,438878.8,167606.0
,doylestown township 2010,,doylestown township,2010,1980847.0,17670,11664552.2,6257758.6,1890193.6
,penndel borough 2010,,penndel borough,2010,264222.8,2347,1400276.4,284534.2,188318.4
,new hope borough 2010,,new hope borough,2010,1231376.2,2509,4273120.4,1641083.0,576678.0
,lower makefield township 2010,,lower makefield township,2010,3767879.6,32721,25105738.0,8638223.4,7221827.0
,durham township 2010,,durham township,2010,0.0,1212,536560.6,214938.2,21322.4
,east rockhill township 2010,,east rockhill township,2010,887189.8,5626,3606934.0,1682269.0,435682.8
,new britain township 2010,,new britain township,2010,1599854.6,11047,6552995.6,4458289.0,1802525.4
,quakertown borough 2010,,quakertown borough,2010,1882654.0,9055,26719668.8,1298687.4,129233.0
,newtown township 2010,,newtown township,2010,3700729.8,19192,15511743.0,7798949.4,799028.0
,milford township 2010,,milford township,2010,0.0,9776,5412466.0,2091708.0,303393.0
,morrisville borough 2010,,morrisville borough,2010,1433508.6,9020,5414889.6,2291254.2,2119955.6
,langhorne borough 2010,,langhorne borough,2010,175307.4,2142,850069.4,269529.4,150709.6
,bristol township 2010,,bristol township,2010,11359467.2,55003,38501899.2,18352956.0,10566124.6
,upper makefield township 2011,,upper makefield township,2011,1728822.4,8108,13458102.6,6559340.6,2908907.6
,sellersville borough 2011,,sellersville borough,2011,649693.8,4298,4137127.6,1010293.0,390076.8
,bensalem township 2011,,bensalem township,2011,20807337.2,60371,48511126.4,16350231.2,11342809.0
,richlandtown borough 2011,,richlandtown borough,2011,0.0,1478,560293.6,145137.6,11170.8
,riegelsville borough 2011,,riegelsville borough,2011,3.6,726,499468.6,194931.0,85616.6
,nockamixon township 2011,,nockamixon township,2011,0.0,3454,1276478.0,913088.6,160733.0
,falls township 2011,,falls township,2011,8707377.8,34466,34696055.4,3350000.8,2341690.0
,haycock township 2011,,haycock township,2011,0.0,2317,673080.2,418098.8,84190.4
,lower southampton township 2011,,lower southampton township,2011,4572984.2,19008,20883855.0,8895397.8,4202370.0
,middletown township 2011,,middletown township,2011,8805331.6,45451,32382739.0,12852418.4,8372604.6
,solebury township 2011,,solebury township,2011,1477894.4,8600,12461735.2,6993129.4,3805575.6
,warwick township 2011,,warwick township,2011,2134701.6,14222,10729958.8,5925097.0,2873116.6
,wrightstown township 2011,,wrightstown township,2011,443215.0,2993,5151127.4,1436047.0,469509.4
,richland township 2011,,richland township,2011,1520385.8,12738,7166870.6,3406683.0,1076689.2
,buckingham township 2011,,buckingham township,2011,3108146.0,19749,17640308.4,6557192.2,1136269.8
,silverdale borough 2011,,silverdale borough,2011,65754.2,905,428228.6,150332.0,25732.4
,northampton township 2011,,northampton township,2011,5193750.0,39825,30629738.8,13171171.4,5715657.2
,springfield township 2011,,springfield township,2011,379008.6,5040,3333155.8,1496139.6,286340.8
,bristol borough 2011,,bristol borough,2011,2389507.0,9791,14674978.4,3953492.6,3816364.0
,trumbauersville borough 2011,,trumbauersville borough,2011,0.0,1049,588809.0,142827.4,23354.4
,tullytown borough 2011,,tullytown borough,2011,1184048.2,1919,8772472.2,535190.0,264632.4
,yardley borough 2011,,yardley borough,2011,383950.4,2345,2075385.6,691799.0,480906.2
,langhorne manor borough 2011,,langhorne manor borough,2011,71572.0,1316,722479.2,113272.8,83975.6
,bedminster township 2011,,bedminster township,2011,881286.4,6405,3707169.2,2232714.8,739823.8
,new britain borough 2011,,new britain borough,2011,591574.4,3144,1584643.8,1080209.6,614879.0
,newtown borough 2011,,newtown borough,2011,495825.2,2236,1832141.8,1133037.6,255645.2
,bridgeton township 2011,,bridgeton township,2011,0.0,1385,335411.0,237024.8,72740.0
,chalfont borough 2011,,chalfont borough,2011,737333.0,3997,2452922.8,1287195.6,542983.0
,doylestown borough 2011,,doylestown borough,2011,1851557.2,8389,7585819.8,3082055.8,1081112.6
,dublin borough 2011,,dublin borough,2011,294941.8,2223,1897337.0,484325.2,185190.2
,upper southampton township 2011,,upper southampton township,2011,2261010.8,15269,11218070.4,7873728.6,5172829.6
,warminster township 2011,,warminster township,2011,7011025.2,32650,23297027.0,10397046.6,4498670.4
,west rockhill township 2011,,west rockhill township,2011,957378.2,5173,2913594.0,1819490.0,402680.4
,warrington township 2011,,warrington township,2011,3492731.2,22880,23737731.4,7764769.2,3302276.4
,perkasie borough 2011,,perkasie borough,2011,2511587.2,8560,16234255.2,1729182.4,468286.0
,tinicum township 2011,,tinicum township,2011,483680.4,4037,3703092.2,1667438.6,557160.6
,hilltown township 2011,,hilltown township,2011,2817073.0,14771,7747103.0,4995846.6,1498912.6
,plumstead township 2011,,plumstead township,2011,2195357.2,12354,12178089.0,4891914.0,2047743.6
,hulmeville borough 2011,,hulmeville borough,2011,53540.6,1026,584547.4,91008.4,76398.6
,ivyland borough 2011,,ivyland borough,2011,167478.0,993,746865.6,457626.8,176298.8
,doylestown township 2011,,doylestown township,2011,2011659.4,17639,11778937.6,6493505.0,2062216.8
,penndel borough 2011,,penndel borough,2011,280366.2,2408,1510105.0,320677.8,205689.8
,new hope borough 2011,,new hope borough,2011,1281568.6,2516,4801147.2,1702808.4,596120.0
,lower makefield township 2011,,lower makefield township,2011,3929931.2,32661,25535470.4,8820238.6,7470260.2
,durham township 2011,,durham township,2011,0.0,1291,546187.8,224415.0,33871.6
,east rockhill township 2011,,east rockhill township,2011,916850.0,5672,3479347.2,1750272.2,459875.4
,new britain township 2011,,new britain township,2011,1675519.4,11057,6083081.6,4575571.2,1853178.6
,quakertown borough 2011,,quakertown borough,2011,1868723.2,9025,26217355.2,1322756.2,129338.0
,newtown township 2011,,newtown township,2011,3856019.8,19256,15025190.8,7916708.8,798353.6
,milford township 2011,,milford township,2011,0.0,9836,5229193.8,2206765.0,308545.8
,morrisville borough 2011,,morrisville borough,2011,1497263.0,8890,5585640.4,2445546.4,2313653.0
,langhorne borough 2011,,langhorne borough,2011,186211.8,1505,751285.6,248652.8,155888.8
,bristol township 2011,,bristol township,2011,11476134.0,54874,40383830.4,19514353.4,11911463.4
